date,airline,flight_number,origin,destination,original_route,new_route,original_distance_km,new_distance_km,additional_distance_km,extra_fuel_cost_usd,delay_hours
2026-04-08,Delta Air Lines,DE9635,Paris,Doha,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,6918,8372,1454,6756.46,1.9
2026-04-09,United Airlines,UN2624,Kuwait City,London,Via Persian Gulf,Via Indian Ocean southern route,2603,4870,2267,10427.71,5.4
2026-04-09,DHL Aviation,DH7628,London,Doha,Direct Tehran overfly,Via Ashgabat–Almaty route,10685,11402,717,3572.86,2.8
2026-04-09,Emirates,EM1399,New York,Doha,Direct Middle East overfly,Via Central Asian detour,9467,10822,1355,4876.71,4.1
2026-04-09,Jazeera Airways,JA9352,Mumbai,Doha,Direct Tehran overfly,Via Ashgabat–Almaty route,9754,11703,1949,9172.92,0.5
2026-04-09,Iran Air,IR3000,Bahrain,London,Direct Gulf route,Via Jordan–Egypt alternate,6471,7289,818,3221.0,3.4
2026-04-09,Lufthansa,LU8317,Muscat,London,Via Persian Gulf,Via Indian Ocean southern route,3367,4893,1526,6237.22,4.3
2026-04-09,British Airways,BR8677,Paris,Doha,Direct Middle East overfly,Via Central Asian detour,3767,5969,2202,9749.09,2.4
2026-04-09,Cargolux,CA9721,Muscat,London,Via Baghdad FIR,Via Ankara–Baku corridor,3963,4568,605,2202.66,0.4
2026-04-09,IndiGo,IN9489,Mumbai,Doha,Direct Gulf route,Via Jordan–Egypt alternate,11987,12816,829,4014.57,2.9
2026-04-10,EgyptAir,EG7537,London,Abu Dhabi,Direct Gulf route,Via Jordan–Egypt alternate,3818,4812,994,5181.5,3.5
2026-04-10,Singapore Airlines,SI5379,Dubai,Frankfurt,Direct Gulf route,Via Jordan–Egypt alternate,3924,4947,1023,5243.0,4.3
2026-04-10,United Airlines,UN9282,Karachi,Istanbul,Direct Tehran overfly,Via Ashgabat–Almaty route,10730,11698,968,6691.32,2.8
2026-04-10,flydubai,FL9974,London,Bahrain,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,9755,11498,1743,7157.8,0.8
2026-04-10,Ethiopian Airlines,ET9296,London,Abu Dhabi,Direct Gulf route,Via Jordan–Egypt alternate,2934,3917,983,6545.01,4.5
2026-04-10,Oman Air,OM5736,Delhi,Istanbul,Via Baghdad FIR,Via Ankara–Baku corridor,5389,6269,880,5191.7,5.9
2026-04-10,DHL Aviation,DH8461,Mumbai,Kuwait City,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,8502,11013,2511,15619.6,4.7
2026-04-10,Turkish Airlines,TU1942,Cairo,Riyadh,Via Baghdad FIR,Via Ankara–Baku corridor,5801,6383,582,3488.92,0.5
2026-04-10,Delta Air Lines,DE1600,Istanbul,Delhi,Direct Middle East overfly,Via Central Asian detour,4943,6371,1428,8061.97,5.1
2026-04-10,Air France,AI3678,Cairo,Riyadh,Via Strait of Hormuz,Via Red Sea–Suez route,6520,8140,1620,6058.68,2.4
2026-04-10,Pakistan International Airlines,PA9015,Tehran,Beijing,Direct Tehran overfly,Via Ashgabat–Almaty route,11267,12016,749,3275.4,5.4
2026-04-10,Saudi Arabian Airlines,SA3003,Dubai,Karachi,Direct Gulf route,Via Jordan–Egypt alternate,3913,4387,474,2397.82,2.1
2026-04-10,Emirates SkyCargo,EM5737,Doha,Paris,Direct Gulf route,Via Jordan–Egypt alternate,5711,6207,496,2485.21,3.0
2026-04-10,Oman Air,OM7030,Doha,Lahore,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,6418,8614,2196,13527.0,0.8
2026-04-11,Air India,AI8929,Bahrain,Dubai,Via Strait of Hormuz,Via Red Sea–Suez route,5927,7068,1141,6921.15,3.9
2026-04-11,Emirates SkyCargo,EM4657,London,Kuwait City,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,11033,12073,1040,5888.44,0.7
2026-04-11,Air India,AI7390,London,Riyadh,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,8875,11394,2519,17185.76,2.4
2026-04-11,United Airlines,UN1330,Riyadh,Cairo,Direct Gulf route,Via Jordan–Egypt alternate,8845,9963,1118,6357.44,1.0
2026-04-11,Emirates,EM4643,Dubai,London,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,5837,7783,1946,7785.25,4.6
2026-04-11,Malaysia Airlines,MA8750,London,Abu Dhabi,Via Baghdad FIR,Via Ankara–Baku corridor,8946,9570,624,4015.36,4.2
2026-04-11,IndiGo,IN1944,Riyadh,Islamabad,Direct Middle East overfly,Via Central Asian detour,9090,10173,1083,5897.21,1.9
2026-04-11,British Airways,BR5104,Islamabad,Dubai,Direct Gulf route,Via Jordan–Egypt alternate,5827,7001,1174,4480.7,3.7
2026-04-11,Air India,AI2280,Singapore,Dubai,Via Persian Gulf,Via Indian Ocean southern route,2641,4924,2283,12840.26,2.2
2026-04-12,Kuwait Airways,KU8672,Cairo,Kuwait City,Direct Tehran overfly,Via Ashgabat–Almaty route,2556,4444,1888,10592.76,2.7
2026-04-12,Air France,AI6186,Kuwait City,Cairo,Direct Tehran overfly,Via Ashgabat–Almaty route,4472,5682,1210,7049.56,5.1
2026-04-12,Cargolux,CA6388,Dubai,Frankfurt,Via Strait of Hormuz,Via Red Sea–Suez route,10618,11557,939,6279.87,1.9
2026-04-12,Emirates SkyCargo,EM2614,Dubai,Paris,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,3916,5318,1402,8168.2,3.2
2026-04-12,Qatar Airways,QA9575,Dubai,Frankfurt,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,8992,10070,1078,4576.4,4.5
2026-04-12,Kuwait Airways,KU4111,Delhi,Istanbul,Via Persian Gulf,Via Indian Ocean southern route,9374,11834,2460,13351.45,4.4
2026-04-12,Air India,AI9424,Sydney,Abu Dhabi,Via Baghdad FIR,Via Ankara–Baku corridor,9550,10818,1268,6764.08,1.6
2026-04-12,Air India,AI3365,Cairo,Riyadh,Direct Tehran overfly,Via Ashgabat–Almaty route,8781,10083,1302,6391.3,1.0
2026-04-12,Saudi Arabian Airlines,SA3312,Muscat,London,Direct Middle East overfly,Via Central Asian detour,9854,12118,2264,11885.16,5.7
2026-04-12,Pakistan International Airlines,PA1400,Paris,Doha,Direct Middle East overfly,Via Central Asian detour,6415,7548,1133,4342.59,5.9
2026-04-12,Lufthansa,LU4301,Dubai,New York,Direct Middle East overfly,Via Central Asian detour,6131,8377,2246,11166.23,3.0
2026-04-12,Malaysia Airlines,MA5009,Istanbul,Karachi,Via Baghdad FIR,Via Ankara–Baku corridor,6175,6995,820,5222.19,1.6
2026-04-12,Air France,AI3733,Dubai,Karachi,Via Strait of Hormuz,Via Red Sea–Suez route,7097,7825,728,3308.9,5.2
2026-04-13,British Airways,BR1314,Beijing,Tehran,Direct Middle East overfly,Via Central Asian detour,3437,5832,2395,8835.97,3.3
2026-04-13,Turkish Airlines,TU3981,London,Dubai,Direct Middle East overfly,Via Central Asian detour,4543,6139,1596,10263.83,1.1
2026-04-13,American Airlines,AM6616,Mumbai,Doha,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,5436,6240,804,5323.99,2.5
2026-04-13,Lufthansa,LU8006,Sydney,Dubai,Direct Gulf route,Via Jordan–Egypt alternate,11712,12650,938,6416.83,5.6
2026-04-13,Air Arabia,AI9353,Tehran,Istanbul,Via Persian Gulf,Via Indian Ocean southern route,9514,11296,1782,7364.44,5.1
2026-04-13,Qatar Airways,QA2437,Dubai,Amman,Direct Tehran overfly,Via Ashgabat–Almaty route,10235,11634,1399,8443.62,0.9
2026-04-13,Oman Air,OM9106,Abu Dhabi,Sydney,Via Baghdad FIR,Via Ankara–Baku corridor,4568,5113,545,3615.77,3.2
2026-04-13,Oman Air,OM6624,Bahrain,London,Via Strait of Hormuz,Via Red Sea–Suez route,6592,8207,1615,7528.92,4.6
2026-04-13,Emirates,EM9043,Dubai,Istanbul,Direct Gulf route,Via Jordan–Egypt alternate,8887,9983,1096,4044.64,4.6
2026-04-13,Delta Air Lines,DE4597,Cairo,Kuwait City,Via Baghdad FIR,Via Ankara–Baku corridor,3605,5056,1451,8895.93,2.3
2026-04-13,Delta Air Lines,DE2263,London,Muscat,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,9810,12603,2793,15595.83,2.7
2026-04-13,Cathay Pacific,CA234,Washington,Abu Dhabi,Direct Gulf route,Via Jordan–Egypt alternate,4034,4824,790,4861.18,4.3
2026-04-13,Saudi Arabian Airlines,SA6590,Bahrain,Dubai,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,9634,11365,1731,8592.73,3.7
2026-04-13,FedEx Express,FE7768,Paris,Doha,Via Strait of Hormuz,Via Red Sea–Suez route,7631,8650,1019,5986.63,0.6
2026-04-13,Lufthansa,LU6542,Dubai,Karachi,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,2153,3707,1554,8364.04,4.6
2026-04-14,flydubai,FL4162,Kuwait City,Cairo,Direct Tehran overfly,Via Ashgabat–Almaty route,6458,7360,902,3865.02,5.0
2026-04-14,American Airlines,AM8895,Paris,Dubai,Direct Middle East overfly,Via Central Asian detour,7697,8748,1051,4627.99,3.1
2026-04-14,Kuwait Airways,KU9393,Tehran,Istanbul,Via Baghdad FIR,Via Ankara–Baku corridor,6725,7495,770,4147.8,5.8
2026-04-14,Lufthansa,LU3456,Frankfurt,Dubai,Direct Tehran overfly,Via Ashgabat–Almaty route,3559,5318,1759,10287.91,2.0
2026-04-14,Thai Airways,TH4149,Dubai,Bahrain,Via Baghdad FIR,Via Ankara–Baku corridor,9577,10835,1258,8397.03,5.9
2026-04-14,Emirates SkyCargo,EM4687,Istanbul,Tehran,Direct Tehran overfly,Via Ashgabat–Almaty route,4623,5643,1020,5051.66,6.0
2026-04-14,Qatar Airways,QA3110,Riyadh,Islamabad,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,2960,4120,1160,7896.71,4.7
2026-04-14,Cargolux,CA7207,Singapore,London,Direct Tehran overfly,Via Ashgabat–Almaty route,8751,9736,985,4171.44,5.4
2026-04-14,DHL Aviation,DH4797,Istanbul,Dubai,Direct Gulf route,Via Jordan–Egypt alternate,4532,5030,498,2859.38,0.7
2026-04-14,Turkish Airlines,TU6819,Riyadh,Islamabad,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,3780,5341,1561,6713.61,1.9
2026-04-14,American Airlines,AM6667,Kuwait City,Cairo,Via Strait of Hormuz,Via Red Sea–Suez route,8418,9422,1004,4754.12,4.3
2026-04-14,flydubai,FL4505,Tehran,Istanbul,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,5070,7245,2175,11298.51,0.7
2026-04-14,United Airlines,UN6182,Dubai,Sydney,Direct Middle East overfly,Via Central Asian detour,4616,6067,1451,9816.35,2.2
2026-04-14,Oman Air,OM6615,London,Dubai,Direct Middle East overfly,Via Central Asian detour,9138,11615,2477,10049.69,4.2
2026-04-14,Thai Airways,TH4661,Sydney,Dubai,Via Strait of Hormuz,Via Red Sea–Suez route,2309,3836,1527,8935.84,1.4
2026-04-15,Singapore Airlines,SI5566,Cairo,Riyadh,Direct Tehran overfly,Via Ashgabat–Almaty route,5445,7234,1789,10562.29,4.9
2026-04-15,Lufthansa,LU685,Mumbai,Kuwait City,Direct Tehran overfly,Via Ashgabat–Almaty route,5063,5957,894,5406.73,5.3
2026-04-15,British Airways,BR7360,Dubai,Singapore,Via Persian Gulf,Via Indian Ocean southern route,8331,10722,2391,12496.5,5.8
2026-04-15,Turkish Airlines,TU8009,Paris,Dubai,Direct Gulf route,Via Jordan–Egypt alternate,10491,11024,533,1974.61,2.1
2026-04-15,Emirates,EM5137,Karachi,Istanbul,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,11617,12726,1109,4893.67,4.5
2026-04-15,Saudi Arabian Airlines,SA6536,Istanbul,Karachi,Via Baghdad FIR,Via Ankara–Baku corridor,3808,4452,644,2999.23,4.5
2026-04-15,Delta Air Lines,DE7732,Mumbai,Dubai,Via Persian Gulf,Via Indian Ocean southern route,4631,7396,2765,13408.77,0.9
2026-04-15,Saudi Arabian Airlines,SA3826,Doha,Los Angeles,Via Strait of Hormuz,Via Red Sea–Suez route,7395,8257,862,4259.46,5.6
2026-04-15,Cathay Pacific,CA5673,Sydney,Dubai,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,7105,8193,1088,6488.31,3.9
2026-04-16,Singapore Airlines,SI211,Dubai,London,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,6356,8989,2633,13556.12,1.9
2026-04-16,FedEx Express,FE4646,Kuwait City,Cairo,Direct Middle East overfly,Via Central Asian detour,11667,13451,1784,11425.52,2.4
2026-04-16,Emirates SkyCargo,EM4083,London,Singapore,Via Baghdad FIR,Via Ankara–Baku corridor,2184,3287,1103,7232.25,1.0
2026-04-16,IndiGo,IN6907,Tehran,Beijing,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,7854,10652,2798,15800.44,5.8
2026-04-16,Pakistan International Airlines,PA541,Frankfurt,Dubai,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,9546,10510,964,5554.71,3.3
2026-04-16,British Airways,BR8926,Riyadh,Islamabad,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,3570,4600,1030,4292.91,2.0
2026-04-16,British Airways,BR8883,Mumbai,Kuwait City,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,6062,7899,1837,11809.51,1.4
2026-04-16,Cargolux,CA1708,Doha,London,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,11330,13266,1936,7670.94,0.8
2026-04-16,Saudi Arabian Airlines,SA9032,Abu Dhabi,Sydney,Via Strait of Hormuz,Via Red Sea–Suez route,6453,7498,1045,4348.26,5.6
2026-04-16,Ethiopian Airlines,ET8952,Kuwait City,London,Via Strait of Hormuz,Via Red Sea–Suez route,2516,3342,826,3502.92,5.5
2026-04-16,Qatar Airways,QA4202,Dubai,Karachi,Via Persian Gulf,Via Indian Ocean southern route,2316,4351,2035,13127.21,1.9
2026-04-16,DHL Aviation,DH5902,Riyadh,Cairo,Via Baghdad FIR,Via Ankara–Baku corridor,7084,7917,833,5747.11,4.3
2026-04-17,Saudi Arabian Airlines,SA6852,Dubai,Mumbai,Via Baghdad FIR,Via Ankara–Baku corridor,8722,9962,1240,7424.96,2.5
2026-04-17,Kuwait Airways,KU9774,Kuwait City,Cairo,Direct Middle East overfly,Via Central Asian detour,11176,12252,1076,5589.95,5.2
2026-04-17,Singapore Airlines,SI3287,Singapore,Dubai,Direct Gulf route,Via Jordan–Egypt alternate,7004,7797,793,4163.55,4.0
2026-04-17,Malaysia Airlines,MA7493,Istanbul,Tehran,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,4007,5619,1612,9879.46,3.5
2026-04-17,Delta Air Lines,DE7745,Doha,Paris,Direct Tehran overfly,Via Ashgabat–Almaty route,2596,4349,1753,8224.56,1.7
2026-04-17,Iran Air,IR9896,Istanbul,Dubai,Direct Middle East overfly,Via Central Asian detour,8891,10273,1382,9455.93,5.6
2026-04-17,Jazeera Airways,JA8961,Riyadh,London,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,2107,4889,2782,18859.95,4.7
2026-04-17,Thai Airways,TH6390,Dubai,Sydney,Direct Gulf route,Via Jordan–Egypt alternate,8332,8979,647,2791.04,2.9
2026-04-17,Jazeera Airways,JA4420,Sydney,Abu Dhabi,Direct Gulf route,Via Jordan–Egypt alternate,7686,8781,1095,4719.68,3.0
2026-04-17,Lufthansa,LU7024,Cairo,Riyadh,Via Persian Gulf,Via Indian Ocean southern route,2216,5153,2937,18847.53,4.7
2026-04-17,Ethiopian Airlines,ET9807,Karachi,Dubai,Via Persian Gulf,Via Indian Ocean southern route,4540,7525,2985,12551.62,5.1
2026-04-17,Cathay Pacific,CA955,Dubai,Karachi,Direct Middle East overfly,Via Central Asian detour,8195,10240,2045,10213.63,1.0
2026-04-17,Air Arabia,AI2027,Paris,Beirut,Via Baghdad FIR,Via Ankara–Baku corridor,2447,2983,536,2567.35,1.9
2026-04-17,Malaysia Airlines,MA1213,Beirut,Paris,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,9895,11905,2010,12960.13,5.4
2026-04-17,Emirates SkyCargo,EM3859,Dubai,Islamabad,Via Baghdad FIR,Via Ankara–Baku corridor,10593,11471,878,3713.29,3.5
2026-04-17,Ethiopian Airlines,ET7938,Dubai,Islamabad,Direct Tehran overfly,Via Ashgabat–Almaty route,9544,11461,1917,10721.03,3.2
2026-04-17,United Airlines,UN8061,Dubai,Paris,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,10997,12805,1808,6714.78,0.4
2026-04-17,EgyptAir,EG7417,Riyadh,Cairo,Via Persian Gulf,Via Indian Ocean southern route,3729,6644,2915,11654.36,5.6
2026-04-18,Singapore Airlines,SI6584,Dubai,Paris,Direct Tehran overfly,Via Ashgabat–Almaty route,10923,12901,1978,7738.6,4.3
2026-04-18,Emirates SkyCargo,EM1981,Doha,Lahore,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,8712,10805,2093,12169.58,4.3
2026-04-18,Pakistan International Airlines,PA2638,Doha,London,Direct Gulf route,Via Jordan–Egypt alternate,10328,10981,653,3145.92,3.2
2026-04-18,KLM,KL9344,Dubai,Islamabad,Direct Gulf route,Via Jordan–Egypt alternate,8453,9187,734,4599.66,4.4
2026-04-18,Air Arabia,AI9655,London,Muscat,Direct Tehran overfly,Via Ashgabat–Almaty route,10320,11086,766,3007.33,1.3
2026-04-18,Qatar Airways,QA2368,London,Riyadh,Via Baghdad FIR,Via Ankara–Baku corridor,4583,5242,659,3733.69,0.4
2026-04-18,Gulf Air,GU501,Frankfurt,Dubai,Direct Middle East overfly,Via Central Asian detour,2016,4266,2250,11934.75,3.5
2026-04-18,Emirates,EM565,Kuwait City,London,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,9341,11645,2304,12051.24,3.3
2026-04-18,DHL Aviation,DH483,Bahrain,London,Via Persian Gulf,Via Indian Ocean southern route,2210,4087,1877,7473.42,3.9
2026-04-18,Iran Air,IR5967,London,Kuwait City,Via Strait of Hormuz,Via Red Sea–Suez route,7573,8757,1184,6292.06,5.9
2026-04-18,IndiGo,IN7445,Singapore,London,Direct Middle East overfly,Via Central Asian detour,4052,5793,1741,7832.73,2.2
2026-04-18,Singapore Airlines,SI330,Abu Dhabi,Washington,Via Persian Gulf,Via Indian Ocean southern route,4744,7478,2734,12962.71,2.2
2026-04-18,Iran Air,IR3878,London,Abu Dhabi,Via Strait of Hormuz,Via Red Sea–Suez route,8489,9170,681,2447.91,4.1
2026-04-18,Lufthansa,LU7135,London,Singapore,Via Strait of Hormuz,Via Red Sea–Suez route,3964,5354,1390,6701.95,2.2
2026-04-18,Air Arabia,AI3564,Riyadh,Islamabad,Via Baghdad FIR,Via Ankara–Baku corridor,9134,10393,1259,5469.55,3.5
2026-04-18,Singapore Airlines,SI6188,Tehran,Moscow,Via Strait of Hormuz,Via Red Sea–Suez route,2162,3881,1719,11398.94,3.4
2026-04-18,Iran Air,IR7212,Dubai,Mumbai,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,4620,7328,2708,13110.9,3.9
2026-04-19,Gulf Air,GU6968,Paris,Dubai,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,9451,11637,2186,8424.79,1.7
2026-04-19,British Airways,BR1504,Cairo,Kuwait City,Direct Middle East overfly,Via Central Asian detour,8879,11015,2136,13392.22,3.7
2026-04-19,Gulf Air,GU6968,Los Angeles,Doha,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,9555,11054,1499,8375.37,2.0
2026-04-19,Delta Air Lines,DE4006,Delhi,Istanbul,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,4911,6315,1404,8036.21,5.9
2026-04-20,EgyptAir,EG2922,Mumbai,Dubai,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,4339,5168,829,5733.9,3.5
2026-04-20,American Airlines,AM2259,Dubai,Paris,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,9790,11637,1847,11213.48,5.0
2026-04-20,American Airlines,AM9685,Karachi,Dubai,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,10794,12528,1734,12007.98,5.1
2026-04-20,Saudi Arabian Airlines,SA7681,Abu Dhabi,Sydney,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,3791,4940,1149,6836.5,5.7
2026-04-20,Cathay Pacific,CA5298,Moscow,Tehran,Via Baghdad FIR,Via Ankara–Baku corridor,9474,10080,606,2816.34,3.0
2026-04-20,Singapore Airlines,SI8624,Dubai,Cairo,Via Baghdad FIR,Via Ankara–Baku corridor,4978,5492,514,2411.74,0.6
2026-04-20,KLM,KL8157,Paris,Beirut,Direct Tehran overfly,Via Ashgabat–Almaty route,3141,4970,1829,8252.89,1.4
2026-04-20,Oman Air,OM8978,Dubai,Karachi,Via Baghdad FIR,Via Ankara–Baku corridor,10371,10919,548,2433.58,3.1
2026-04-20,Singapore Airlines,SI6436,Cairo,Kuwait City,Direct Tehran overfly,Via Ashgabat–Almaty route,11643,13456,1813,11470.94,5.4
2026-04-20,Air Arabia,AI941,Dubai,Cairo,Direct Gulf route,Via Jordan–Egypt alternate,4411,5056,645,4435.5,3.9
2026-04-20,Cathay Pacific,CA1792,Dubai,Karachi,Direct Tehran overfly,Via Ashgabat–Almaty route,3967,5181,1214,4357.68,4.0
