date,airline,flight_number,origin,destination,origin_country,destination_country,aircraft_type,passengers_affected,reason
2026-04-02,Mahan Air,MA294,Doha,New York,Qatar,USA,Airbus A330-300,307,Fuel supply disruption
2026-04-02,American Airlines,AM3727,Istanbul,Karachi,Turkey,Pakistan,Airbus A350-900,319,Government travel ban
2026-04-02,Air India,AI7653,Bahrain,Dubai,Bahrain,UAE,Airbus A330-300,171,Airspace closure — NOTAM
2026-04-02,American Airlines,AM8185,Sydney,Abu Dhabi,Australia,UAE,Boeing 777-200LR,261,Diplomatic advisory — do not fly
2026-04-02,Malaysia Airlines,MA8225,Frankfurt,Dubai,Germany,UAE,Airbus A380-800,433,Airport closure — military activity
2026-04-02,Emirates,EM3541,Lahore,Doha,Pakistan,Qatar,Boeing 737-800,425,Insurance restriction — war zone
2026-04-02,Kuwait Airways,KU9387,Doha,New York,Qatar,USA,Boeing 737 MAX 8,204,Fuel supply disruption
2026-04-02,Air France,AI7362,Dubai,Istanbul,UAE,Turkey,Airbus A330-300,392,ATC flow restrictions — congestion
2026-04-03,FedEx Express,FE1108,Cairo,Riyadh,Egypt,Saudi Arabia,Airbus A340-600,218,Crew safety — company policy
2026-04-03,Turkish Airlines,TU4433,Istanbul,Tehran,Turkey,Iran,Boeing 777-300ER,240,Government travel ban
2026-04-03,British Airways,BR6833,London,Bahrain,UK,Bahrain,Boeing 787-9 Dreamliner,140,ATC flow restrictions — congestion
2026-04-03,FedEx Express,FE7867,Dubai,Amman,UAE,Jordan,Boeing 787-10 Dreamliner,377,Airport closure — military activity
2026-04-03,Emirates SkyCargo,EM338,Beirut,Paris,Lebanon,France,Airbus A330-300,143,Airspace closure — NOTAM
2026-04-03,Ethiopian Airlines,ET6556,Frankfurt,Dubai,Germany,UAE,Airbus A320neo,312,Airspace closure — NOTAM
2026-04-03,Turkish Airlines,TU8758,Frankfurt,Dubai,Germany,UAE,Boeing 777-200LR,110,Insurance restriction — war zone
2026-04-03,United Airlines,UN5990,Los Angeles,Doha,USA,Qatar,Boeing 787-10 Dreamliner,130,Fuel supply disruption
2026-04-03,Emirates SkyCargo,EM7866,Mumbai,Doha,India,Qatar,Boeing 777-300ER,156,Temporary corridor suspension — safety bulletin
2026-04-03,flydubai,FL9547,Beirut,Paris,Lebanon,France,Boeing 737 MAX 8,84,Crew safety — company policy
2026-04-03,flydubai,FL4341,Istanbul,Delhi,Turkey,India,Boeing 787-9 Dreamliner,293,Temporary corridor suspension — safety bulletin
2026-04-03,KLM,KL3317,Paris,Beirut,France,Lebanon,Airbus A330-300,414,Diplomatic advisory — do not fly
2026-04-03,KLM,KL4494,Karachi,Dubai,Pakistan,UAE,Boeing 787-10 Dreamliner,294,Crew safety — company policy
2026-04-03,Etihad Airways,ET4980,Dubai,Paris,UAE,France,Airbus A321neo,322,Temporary corridor suspension — safety bulletin
2026-04-03,British Airways,BR644,Tehran,Moscow,Iran,Russia,Airbus A320neo,243,Government travel ban
2026-04-03,Mahan Air,MA978,Doha,Paris,Qatar,France,Airbus A380-800,428,Insurance restriction — war zone
2026-04-03,Air France,AI4899,Dubai,New York,UAE,USA,Boeing 777-300ER,322,Temporary corridor suspension — safety bulletin
2026-04-03,Emirates SkyCargo,EM3133,Dubai,Frankfurt,UAE,Germany,Boeing 787-9 Dreamliner,114,Crew duty-time exceedance after long reroutes
2026-04-03,Pakistan International Airlines,PA1913,Istanbul,Karachi,Turkey,Pakistan,Boeing 737 MAX 8,110,Fuel supply disruption
2026-04-03,Etihad Airways,ET8217,Istanbul,Dubai,Turkey,UAE,Airbus A350-900,151,Fuel supply disruption
2026-04-04,Etihad Airways,ET2067,Dubai,Istanbul,UAE,Turkey,Boeing 737 MAX 8,346,Crew duty-time exceedance after long reroutes
2026-04-04,Saudi Arabian Airlines,SA324,Istanbul,Tehran,Turkey,Iran,Airbus A350-900,319,Fuel supply disruption
2026-04-04,American Airlines,AM7070,Delhi,Istanbul,India,Turkey,Airbus A320neo,438,Insurance restriction — war zone
2026-04-04,FedEx Express,FE4029,Dubai,Islamabad,UAE,Pakistan,Airbus A330-300,387,Security risk — conflict zone
2026-04-04,British Airways,BR2886,Riyadh,Cairo,Saudi Arabia,Egypt,Airbus A330-300,287,Security risk — conflict zone
2026-04-04,Gulf Air,GU7929,Dubai,Istanbul,UAE,Turkey,Airbus A321neo,384,Diplomatic advisory — do not fly
2026-04-04,Saudi Arabian Airlines,SA9751,Abu Dhabi,London,UAE,UK,Airbus A350-900,449,Crew safety — company policy
2026-04-04,Air India,AI7825,Doha,London,Qatar,UK,Airbus A380-800,308,Airspace closure — NOTAM
2026-04-04,British Airways,BR9877,Islamabad,Dubai,Pakistan,UAE,Airbus A321neo,440,Fuel supply disruption
2026-04-04,Iran Air,IR9838,Doha,New York,Qatar,USA,Airbus A321neo,134,Airport closure — military activity
2026-04-04,Gulf Air,GU8930,Karachi,Dubai,Pakistan,UAE,Boeing 777-300ER,128,Insurance restriction — war zone
2026-04-04,Delta Air Lines,DE7810,Kuwait City,Cairo,Kuwait,Egypt,Boeing 737 MAX 8,151,Fuel supply disruption
2026-04-04,Etihad Airways,ET6758,Islamabad,Dubai,Pakistan,UAE,Boeing 737 MAX 8,88,Security risk — conflict zone
2026-04-04,Malaysia Airlines,MA6388,Bahrain,London,Bahrain,UK,Boeing 737-800,414,Airspace closure — NOTAM
2026-04-04,British Airways,BR3521,London,Bahrain,UK,Bahrain,Airbus A320neo,442,Security risk — conflict zone
2026-04-04,flydubai,FL3907,Istanbul,Tehran,Turkey,Iran,Airbus A380-800,136,Airport closure — military activity
2026-04-04,British Airways,BR9998,Istanbul,Tehran,Turkey,Iran,Boeing 787-10 Dreamliner,281,Fuel supply disruption
2026-04-04,FedEx Express,FE7374,Lahore,Doha,Pakistan,Qatar,Boeing 737 MAX 8,112,Fuel supply disruption
2026-04-04,EgyptAir,EG4940,Delhi,Dubai,India,UAE,Airbus A320neo,234,Government travel ban
2026-04-04,Saudi Arabian Airlines,SA1160,Dubai,Karachi,UAE,Pakistan,Boeing 777-200LR,403,Government travel ban
2026-04-04,Ethiopian Airlines,ET2256,Paris,Doha,France,Qatar,Boeing 787-9 Dreamliner,279,Crew safety — company policy
2026-04-04,Pakistan International Airlines,PA1486,New York,Doha,USA,Qatar,Airbus A340-600,333,Crew safety — company policy
2026-04-04,Ethiopian Airlines,ET6036,Bahrain,Dubai,Bahrain,UAE,Boeing 737 MAX 8,295,Airport closure — military activity
2026-04-05,KLM,KL1976,Mumbai,Kuwait City,India,Kuwait,Airbus A320neo,408,Insurance restriction — war zone
2026-04-05,Air India,AI5381,Dubai,Delhi,UAE,India,Airbus A340-600,400,Diplomatic advisory — do not fly
2026-04-05,Saudi Arabian Airlines,SA1167,London,Bahrain,UK,Bahrain,Airbus A330-300,217,Security risk — conflict zone
2026-04-05,Emirates,EM8527,Kuwait City,London,Kuwait,UK,Airbus A330-300,139,Crew safety — company policy
2026-04-05,IndiGo,IN4416,Sydney,Abu Dhabi,Australia,UAE,Airbus A330-300,334,Diplomatic advisory — do not fly
2026-04-05,Thai Airways,TH7823,Abu Dhabi,Washington,UAE,USA,Boeing 787-9 Dreamliner,149,Government travel ban
2026-04-05,flydubai,FL3660,Riyadh,Islamabad,Saudi Arabia,Pakistan,Boeing 787-9 Dreamliner,319,Fuel supply disruption
2026-04-05,IndiGo,IN9153,Abu Dhabi,Washington,UAE,USA,Airbus A321neo,238,Insurance restriction — war zone
2026-04-05,Turkish Airlines,TU6763,Kuwait City,Mumbai,Kuwait,India,Boeing 777-200LR,157,Temporary corridor suspension — safety bulletin
2026-04-05,Emirates,EM5816,Frankfurt,Dubai,Germany,UAE,Boeing 737-800,175,Security risk — conflict zone
2026-04-05,Jazeera Airways,JA5629,Paris,Dubai,France,UAE,Boeing 787-10 Dreamliner,339,Temporary corridor suspension — safety bulletin
2026-04-05,Air India,AI5001,London,Doha,UK,Qatar,Airbus A321neo,322,Fuel supply disruption
2026-04-05,Cargolux,CA9464,Los Angeles,Doha,USA,Qatar,Airbus A321neo,380,Diplomatic advisory — do not fly
2026-04-05,Turkish Airlines,TU6651,Singapore,Dubai,Singapore,UAE,Airbus A330-300,137,Temporary corridor suspension — safety bulletin
2026-04-05,DHL Aviation,DH3680,Dubai,Delhi,UAE,India,Boeing 777-200LR,97,Temporary corridor suspension — safety bulletin
2026-04-05,Singapore Airlines,SI3627,Frankfurt,Dubai,Germany,UAE,Airbus A380-800,331,Crew duty-time exceedance after long reroutes
2026-04-05,Singapore Airlines,SI8415,Moscow,Tehran,Russia,Iran,Airbus A320neo,222,Fuel supply disruption
2026-04-05,Ethiopian Airlines,ET8045,Amman,Dubai,Jordan,UAE,Boeing 777-300ER,249,Airspace closure — NOTAM
2026-04-05,Saudi Arabian Airlines,SA4275,Dubai,Karachi,UAE,Pakistan,Boeing 787-10 Dreamliner,120,Fuel supply disruption
2026-04-06,Ethiopian Airlines,ET928,Amman,Dubai,Jordan,UAE,Boeing 787-9 Dreamliner,350,Government travel ban
2026-04-06,Saudi Arabian Airlines,SA9961,Riyadh,Islamabad,Saudi Arabia,Pakistan,Boeing 777-200LR,209,Insurance restriction — war zone
2026-04-06,Jazeera Airways,JA5659,Istanbul,Karachi,Turkey,Pakistan,Boeing 737 MAX 8,200,Government travel ban
2026-04-06,EgyptAir,EG7464,Muscat,London,Oman,UK,Airbus A380-800,439,Insurance restriction — war zone
2026-04-06,Cathay Pacific,CA5846,London,Kuwait City,UK,Kuwait,Airbus A340-600,208,Airspace closure — NOTAM
2026-04-06,Jazeera Airways,JA1728,Dubai,Karachi,UAE,Pakistan,Airbus A320neo,245,Airport closure — military activity
2026-04-06,Turkish Airlines,TU706,Doha,New York,Qatar,USA,Airbus A320neo,330,Government travel ban
2026-04-06,Cargolux,CA2262,Riyadh,Cairo,Saudi Arabia,Egypt,Boeing 777-300ER,358,Airspace closure — NOTAM
2026-04-06,Qatar Airways,QA1996,Islamabad,Riyadh,Pakistan,Saudi Arabia,Boeing 737-800,342,Diplomatic advisory — do not fly
2026-04-06,Iran Air,IR4457,London,Kuwait City,UK,Kuwait,Airbus A321neo,450,Diplomatic advisory — do not fly
2026-04-06,Gulf Air,GU3354,Dubai,Cairo,UAE,Egypt,Boeing 737-800,347,Security risk — conflict zone
2026-04-06,Delta Air Lines,DE3360,Abu Dhabi,Sydney,UAE,Australia,Airbus A350-900,224,Government travel ban
2026-04-06,Lufthansa,LU5100,Dubai,London,UAE,UK,Boeing 737-800,281,Security risk — conflict zone
2026-04-06,Thai Airways,TH2502,Istanbul,Tehran,Turkey,Iran,Boeing 777-300ER,174,Temporary corridor suspension — safety bulletin
2026-04-06,Delta Air Lines,DE6324,Paris,Beirut,France,Lebanon,Airbus A350-900,222,Airport closure — military activity
2026-04-06,Iran Air,IR6866,Istanbul,Karachi,Turkey,Pakistan,Airbus A380-800,432,Security risk — conflict zone
2026-04-06,Gulf Air,GU9190,Los Angeles,Doha,USA,Qatar,Boeing 787-9 Dreamliner,307,Government travel ban
2026-04-06,Oman Air,OM9995,Kuwait City,Cairo,Kuwait,Egypt,Boeing 777-200LR,181,Diplomatic advisory — do not fly
2026-04-06,Air France,AI4546,Frankfurt,Dubai,Germany,UAE,Airbus A320neo,410,Diplomatic advisory — do not fly
2026-04-06,Malaysia Airlines,MA8563,Mumbai,Doha,India,Qatar,Boeing 787-10 Dreamliner,418,Insurance restriction — war zone
2026-04-06,FedEx Express,FE347,Karachi,Dubai,Pakistan,UAE,Boeing 777-200LR,277,Temporary corridor suspension — safety bulletin
2026-04-06,Pakistan International Airlines,PA4972,Frankfurt,Dubai,Germany,UAE,Boeing 737-800,308,Crew duty-time exceedance after long reroutes
2026-04-06,DHL Aviation,DH3204,Washington,Abu Dhabi,USA,UAE,Airbus A320neo,95,Temporary corridor suspension — safety bulletin
2026-04-06,Iran Air,IR3525,Paris,Beirut,France,Lebanon,Airbus A350-900,118,Fuel supply disruption
2026-04-06,Etihad Airways,ET9305,New York,Doha,USA,Qatar,Airbus A340-600,92,Airport closure — military activity
2026-04-06,Mahan Air,MA5040,Kuwait City,Cairo,Kuwait,Egypt,Airbus A380-800,237,Diplomatic advisory — do not fly
2026-04-06,United Airlines,UN9160,Paris,Beirut,France,Lebanon,Airbus A321neo,236,Airport closure — military activity
2026-04-06,Mahan Air,MA602,Dubai,London,UAE,UK,Boeing 737-800,137,Insurance restriction — war zone
2026-04-06,Emirates,EM8354,Dubai,New York,UAE,USA,Airbus A321neo,275,Government travel ban
2026-04-06,Gulf Air,GU9252,Doha,Lahore,Qatar,Pakistan,Airbus A340-600,83,Temporary corridor suspension — safety bulletin
2026-04-06,Ethiopian Airlines,ET2172,London,Kuwait City,UK,Kuwait,Airbus A330-300,231,Diplomatic advisory — do not fly
2026-04-07,Turkish Airlines,TU371,London,Abu Dhabi,UK,UAE,Boeing 737-800,357,Fuel supply disruption
2026-04-07,Cathay Pacific,CA4618,Kuwait City,Mumbai,Kuwait,India,Airbus A320neo,182,Government travel ban
2026-04-07,Air India,AI9895,London,Riyadh,UK,Saudi Arabia,Boeing 737-800,102,Crew safety — company policy
2026-04-07,Pakistan International Airlines,PA6738,Beirut,Paris,Lebanon,France,Airbus A350-900,192,Temporary corridor suspension — safety bulletin
2026-04-07,Singapore Airlines,SI422,Riyadh,Cairo,Saudi Arabia,Egypt,Airbus A320neo,257,Security risk — conflict zone
2026-04-07,EgyptAir,EG7685,Sydney,Abu Dhabi,Australia,UAE,Airbus A350-900,432,Government travel ban
2026-04-07,Iran Air,IR6954,Dubai,London,UAE,UK,Boeing 777-200LR,80,Security risk — conflict zone
2026-04-07,Etihad Airways,ET1664,Beirut,Paris,Lebanon,France,Airbus A340-600,381,Diplomatic advisory — do not fly
2026-04-07,Ethiopian Airlines,ET5977,Dubai,New York,UAE,USA,Boeing 787-10 Dreamliner,158,Diplomatic advisory — do not fly
2026-04-07,FedEx Express,FE1872,Sydney,Dubai,Australia,UAE,Boeing 737 MAX 8,221,Government travel ban
2026-04-07,Pakistan International Airlines,PA4563,Mumbai,Dubai,India,UAE,Airbus A340-600,98,Fuel supply disruption
2026-04-07,KLM,KL182,Dubai,Bahrain,UAE,Bahrain,Airbus A380-800,94,Crew safety — company policy
2026-04-07,Pakistan International Airlines,PA3405,London,Abu Dhabi,UK,UAE,Boeing 737-800,96,Fuel supply disruption
2026-04-07,Turkish Airlines,TU9152,Istanbul,Tehran,Turkey,Iran,Boeing 787-10 Dreamliner,436,Airport closure — military activity
2026-04-07,Qatar Airways,QA2743,Dubai,Paris,UAE,France,Boeing 787-9 Dreamliner,173,ATC flow restrictions — congestion
2026-04-07,Qatar Airways,QA7246,Dubai,Istanbul,UAE,Turkey,Boeing 737-800,185,Fuel supply disruption
2026-04-07,flydubai,FL915,Doha,Los Angeles,Qatar,USA,Airbus A330-300,192,Temporary corridor suspension — safety bulletin
2026-04-07,Ethiopian Airlines,ET645,Riyadh,London,Saudi Arabia,UK,Boeing 737 MAX 8,381,Temporary corridor suspension — safety bulletin
2026-04-07,Pakistan International Airlines,PA1009,Doha,Mumbai,Qatar,India,Airbus A380-800,89,Temporary corridor suspension — safety bulletin
2026-04-07,Oman Air,OM8527,Dubai,Frankfurt,UAE,Germany,Airbus A321neo,242,ATC flow restrictions — congestion
2026-04-08,Cathay Pacific,CA7328,Karachi,Dubai,Pakistan,UAE,Airbus A350-900,106,Diplomatic advisory — do not fly
2026-04-08,Delta Air Lines,DE5989,Dubai,London,UAE,UK,Boeing 737-800,408,Temporary corridor suspension — safety bulletin
2026-04-08,Qatar Airways,QA8446,Frankfurt,Dubai,Germany,UAE,Airbus A380-800,165,Airspace closure — NOTAM
2026-04-08,Saudi Arabian Airlines,SA3705,London,Bahrain,UK,Bahrain,Airbus A350-900,184,Temporary corridor suspension — safety bulletin
2026-04-08,Etihad Airways,ET2539,Dubai,Bahrain,UAE,Bahrain,Airbus A320neo,149,Fuel supply disruption
2026-04-08,Cargolux,CA3677,Dubai,Frankfurt,UAE,Germany,Boeing 737-800,394,Crew safety — company policy
2026-04-08,Lufthansa,LU5651,Islamabad,Dubai,Pakistan,UAE,Boeing 777-200LR,343,Security risk — conflict zone
2026-04-08,FedEx Express,FE4591,Doha,Paris,Qatar,France,Airbus A340-600,228,Security risk — conflict zone
2026-04-08,Ethiopian Airlines,ET3686,Mumbai,Doha,India,Qatar,Boeing 777-300ER,263,ATC flow restrictions — congestion
2026-04-08,Emirates,EM9935,Kuwait City,London,Kuwait,UK,Boeing 787-10 Dreamliner,331,Insurance restriction — war zone
2026-04-08,Ethiopian Airlines,ET995,Dubai,Karachi,UAE,Pakistan,Airbus A350-900,202,ATC flow restrictions — congestion
2026-04-08,Turkish Airlines,TU9775,Kuwait City,London,Kuwait,UK,Airbus A330-300,163,Government travel ban
2026-04-08,DHL Aviation,DH2855,Tehran,Istanbul,Iran,Turkey,Boeing 787-9 Dreamliner,393,Temporary corridor suspension — safety bulletin
2026-04-08,EgyptAir,EG6718,Islamabad,Dubai,Pakistan,UAE,Airbus A320neo,359,Airport closure — military activity
2026-04-08,Emirates SkyCargo,EM5025,Mumbai,Doha,India,Qatar,Airbus A350-900,343,Government travel ban
2026-04-08,Kuwait Airways,KU8347,London,Muscat,UK,Oman,Boeing 777-200LR,135,Fuel supply disruption
2026-04-08,Etihad Airways,ET4999,Dubai,Amman,UAE,Jordan,Airbus A320neo,359,Airport closure — military activity
2026-04-08,FedEx Express,FE2404,Beirut,Paris,Lebanon,France,Boeing 787-9 Dreamliner,354,Government travel ban
2026-04-08,Lufthansa,LU3123,London,Bahrain,UK,Bahrain,Boeing 777-200LR,232,Airspace closure — NOTAM
2026-04-09,DHL Aviation,DH8714,Doha,Mumbai,Qatar,India,Boeing 777-200LR,386,Crew duty-time exceedance after long reroutes
2026-04-09,Air Arabia,AI6155,London,Abu Dhabi,UK,UAE,Boeing 777-200LR,160,Temporary corridor suspension — safety bulletin
2026-04-09,Jazeera Airways,JA6672,Cairo,Kuwait City,Egypt,Kuwait,Airbus A321neo,419,Airspace closure — NOTAM
2026-04-09,Etihad Airways,ET4111,Dubai,New York,UAE,USA,Boeing 737 MAX 8,296,Government travel ban
2026-04-09,Mahan Air,MA5313,Delhi,Dubai,India,UAE,Boeing 737-800,178,Fuel supply disruption
2026-04-09,Turkish Airlines,TU8590,Dubai,Karachi,UAE,Pakistan,Airbus A320neo,390,Diplomatic advisory — do not fly
2026-04-09,Turkish Airlines,TU9826,Moscow,Tehran,Russia,Iran,Boeing 787-9 Dreamliner,171,Temporary corridor suspension — safety bulletin
2026-04-09,Pakistan International Airlines,PA5164,Abu Dhabi,Sydney,UAE,Australia,Airbus A350-900,142,Airport closure — military activity
2026-04-09,Pakistan International Airlines,PA3564,Kuwait City,Cairo,Kuwait,Egypt,Airbus A320neo,295,ATC flow restrictions — congestion
2026-04-09,Delta Air Lines,DE1756,Riyadh,Cairo,Saudi Arabia,Egypt,Airbus A350-900,184,Government travel ban
2026-04-09,Air France,AI565,New York,Doha,USA,Qatar,Boeing 787-10 Dreamliner,447,Temporary corridor suspension — safety bulletin
2026-04-09,Air Arabia,AI1568,Washington,Abu Dhabi,USA,UAE,Airbus A350-900,349,Crew safety — company policy
2026-04-09,United Airlines,UN4478,Dubai,Karachi,UAE,Pakistan,Airbus A321neo,405,Temporary corridor suspension — safety bulletin
2026-04-09,Etihad Airways,ET5727,London,Doha,UK,Qatar,Airbus A380-800,123,Crew duty-time exceedance after long reroutes
2026-04-09,Kuwait Airways,KU1979,London,Dubai,UK,UAE,Airbus A321neo,442,Government travel ban
2026-04-09,Air France,AI1194,Doha,Paris,Qatar,France,Boeing 787-9 Dreamliner,116,Crew duty-time exceedance after long reroutes
2026-04-09,Mahan Air,MA6973,London,Doha,UK,Qatar,Boeing 777-300ER,174,Temporary corridor suspension — safety bulletin
2026-04-09,DHL Aviation,DH714,Dubai,New York,UAE,USA,Airbus A350-900,405,Security risk — conflict zone
2026-04-09,Malaysia Airlines,MA9139,London,Dubai,UK,UAE,Boeing 777-300ER,110,Insurance restriction — war zone
2026-04-09,Jazeera Airways,JA7679,Dubai,London,UAE,UK,Airbus A350-900,180,Fuel supply disruption
2026-04-09,FedEx Express,FE455,Muscat,London,Oman,UK,Boeing 737-800,359,Diplomatic advisory — do not fly
2026-04-10,FedEx Express,FE747,Dubai,Singapore,UAE,Singapore,Airbus A330-300,154,ATC flow restrictions — congestion
2026-04-10,Air India,AI3717,Frankfurt,Dubai,Germany,UAE,Boeing 777-300ER,362,Diplomatic advisory — do not fly
2026-04-10,Kuwait Airways,KU4207,Singapore,Dubai,Singapore,UAE,Boeing 777-200LR,271,Airspace closure — NOTAM
2026-04-10,Ethiopian Airlines,ET6145,Dubai,Frankfurt,UAE,Germany,Airbus A380-800,381,Government travel ban
2026-04-10,DHL Aviation,DH2693,Dubai,Frankfurt,UAE,Germany,Boeing 787-9 Dreamliner,226,Security risk — conflict zone
2026-04-10,Cathay Pacific,CA5492,Amman,Dubai,Jordan,UAE,Airbus A340-600,103,Airspace closure — NOTAM
2026-04-10,Cargolux,CA8246,London,Muscat,UK,Oman,Boeing 777-300ER,406,Diplomatic advisory — do not fly
2026-04-10,Cargolux,CA6180,London,Bahrain,UK,Bahrain,Boeing 777-200LR,381,Airport closure — military activity
2026-04-10,EgyptAir,EG4689,Delhi,Istanbul,India,Turkey,Boeing 787-9 Dreamliner,441,Airspace closure — NOTAM
2026-04-10,Thai Airways,TH6602,Dubai,Bahrain,UAE,Bahrain,Boeing 737-800,362,Insurance restriction — war zone
2026-04-10,Lufthansa,LU2473,Singapore,London,Singapore,UK,Boeing 787-10 Dreamliner,404,Airport closure — military activity
2026-04-10,Oman Air,OM996,Dubai,Frankfurt,UAE,Germany,Boeing 737-800,384,ATC flow restrictions — congestion
2026-04-10,United Airlines,UN5230,Dubai,Islamabad,UAE,Pakistan,Airbus A320neo,181,ATC flow restrictions — congestion
2026-04-10,United Airlines,UN9090,Abu Dhabi,Washington,UAE,USA,Airbus A320neo,238,Government travel ban
2026-04-10,IndiGo,IN6495,Dubai,Sydney,UAE,Australia,Airbus A340-600,350,Security risk — conflict zone
2026-04-10,Thai Airways,TH7065,Riyadh,Cairo,Saudi Arabia,Egypt,Airbus A380-800,229,Airspace closure — NOTAM
2026-04-11,Air India,AI5334,Bahrain,Dubai,Bahrain,UAE,Boeing 777-300ER,276,Security risk — conflict zone
2026-04-11,FedEx Express,FE7093,London,Kuwait City,UK,Kuwait,Boeing 777-200LR,298,Crew duty-time exceedance after long reroutes
2026-04-11,Lufthansa,LU7874,Los Angeles,Doha,USA,Qatar,Boeing 787-9 Dreamliner,410,Security risk — conflict zone
2026-04-11,Pakistan International Airlines,PA2339,Istanbul,Dubai,Turkey,UAE,Boeing 777-300ER,376,Diplomatic advisory — do not fly
2026-04-11,Mahan Air,MA5773,Karachi,Dubai,Pakistan,UAE,Airbus A350-900,381,Airspace closure — NOTAM
2026-04-11,KLM,KL241,Riyadh,Cairo,Saudi Arabia,Egypt,Airbus A330-300,324,Crew safety — company policy
2026-04-11,flydubai,FL4034,Frankfurt,Dubai,Germany,UAE,Boeing 777-300ER,301,Airspace closure — NOTAM
2026-04-11,Jazeera Airways,JA4386,Dubai,Mumbai,UAE,India,Boeing 737 MAX 8,137,Airspace closure — NOTAM
2026-04-11,British Airways,BR2285,Delhi,Dubai,India,UAE,Airbus A330-300,254,Security risk — conflict zone
2026-04-11,EgyptAir,EG6062,London,Muscat,UK,Oman,Airbus A321neo,342,Fuel supply disruption
2026-04-11,Malaysia Airlines,MA9199,Kuwait City,Cairo,Kuwait,Egypt,Boeing 737 MAX 8,409,Diplomatic advisory — do not fly
2026-04-11,Saudi Arabian Airlines,SA6806,Mumbai,Kuwait City,India,Kuwait,Airbus A350-900,340,Fuel supply disruption
2026-04-11,Pakistan International Airlines,PA905,Dubai,Cairo,UAE,Egypt,Boeing 787-10 Dreamliner,295,Crew safety — company policy
2026-04-11,FedEx Express,FE9123,Doha,London,Qatar,UK,Boeing 777-200LR,147,Security risk — conflict zone
2026-04-11,DHL Aviation,DH3557,Dubai,Karachi,UAE,Pakistan,Airbus A340-600,180,Security risk — conflict zone
2026-04-11,Singapore Airlines,SI5098,Istanbul,Dubai,Turkey,UAE,Boeing 787-10 Dreamliner,377,Airport closure — military activity
2026-04-12,FedEx Express,FE4585,Mumbai,Kuwait City,India,Kuwait,Boeing 737-800,247,Insurance restriction — war zone
2026-04-12,Malaysia Airlines,MA6148,London,Bahrain,UK,Bahrain,Airbus A340-600,268,Airport closure — military activity
2026-04-12,Qatar Airways,QA4886,Doha,New York,Qatar,USA,Boeing 777-300ER,170,Temporary corridor suspension — safety bulletin
2026-04-12,Kuwait Airways,KU8632,Doha,Los Angeles,Qatar,USA,Airbus A350-900,288,ATC flow restrictions — congestion
2026-04-12,American Airlines,AM7162,Dubai,Sydney,UAE,Australia,Boeing 737 MAX 8,377,ATC flow restrictions — congestion
2026-04-12,Turkish Airlines,TU4819,Doha,Los Angeles,Qatar,USA,Airbus A340-600,290,Insurance restriction — war zone
2026-04-12,KLM,KL5817,Singapore,London,Singapore,UK,Airbus A330-300,353,Diplomatic advisory — do not fly
2026-04-12,DHL Aviation,DH870,Bahrain,Dubai,Bahrain,UAE,Boeing 777-200LR,172,Diplomatic advisory — do not fly
2026-04-12,DHL Aviation,DH8273,Dubai,Frankfurt,UAE,Germany,Airbus A321neo,449,Insurance restriction — war zone
2026-04-12,Iran Air,IR4881,Bahrain,London,Bahrain,UK,Boeing 787-10 Dreamliner,289,Temporary corridor suspension — safety bulletin
2026-04-12,KLM,KL8063,Singapore,London,Singapore,UK,Boeing 777-200LR,122,Airspace closure — NOTAM
2026-04-12,Etihad Airways,ET8705,Cairo,Kuwait City,Egypt,Kuwait,Boeing 737 MAX 8,324,Fuel supply disruption
2026-04-12,IndiGo,IN8990,Sydney,Dubai,Australia,UAE,Boeing 787-9 Dreamliner,98,Security risk — conflict zone
2026-04-12,Air France,AI8925,Bahrain,Dubai,Bahrain,UAE,Airbus A340-600,230,Diplomatic advisory — do not fly
2026-04-12,Emirates,EM2073,Beijing,Tehran,China,Iran,Airbus A330-300,354,Airspace closure — NOTAM
2026-04-13,Malaysia Airlines,MA7154,Doha,London,Qatar,UK,Boeing 787-10 Dreamliner,311,Crew duty-time exceedance after long reroutes
2026-04-13,KLM,KL2373,Bahrain,Dubai,Bahrain,UAE,Boeing 777-300ER,277,Security risk — conflict zone
2026-04-13,KLM,KL6145,Kuwait City,Cairo,Kuwait,Egypt,Airbus A320neo,196,Airport closure — military activity
2026-04-13,Air Arabia,AI5899,Abu Dhabi,Washington,UAE,USA,Boeing 777-200LR,445,Fuel supply disruption
2026-04-13,Kuwait Airways,KU799,Dubai,Frankfurt,UAE,Germany,Boeing 787-10 Dreamliner,136,ATC flow restrictions — congestion
2026-04-13,Pakistan International Airlines,PA4722,London,Doha,UK,Qatar,Airbus A330-300,323,ATC flow restrictions — congestion
2026-04-13,Lufthansa,LU4002,Singapore,London,Singapore,UK,Airbus A320neo,378,Insurance restriction — war zone
2026-04-13,Pakistan International Airlines,PA4757,Dubai,Delhi,UAE,India,Boeing 737 MAX 8,139,Airspace closure — NOTAM
2026-04-13,Jazeera Airways,JA8919,London,Dubai,UK,UAE,Airbus A380-800,82,Fuel supply disruption
2026-04-13,Air Arabia,AI4932,Doha,London,Qatar,UK,Airbus A350-900,401,Temporary corridor suspension — safety bulletin
2026-04-13,Mahan Air,MA8641,Istanbul,Tehran,Turkey,Iran,Airbus A320neo,216,Diplomatic advisory — do not fly
2026-04-13,Kuwait Airways,KU4464,Dubai,Karachi,UAE,Pakistan,Boeing 777-200LR,84,Insurance restriction — war zone
